"name","geo","median_wage","population","provision_interval","Type"
"Daily Living Travel","state34","30000",3244848.42171373,143675737.907742,"Unpaid"
"Daily Living Travel","state08","19500",2701752.57122244,148589987.000421,"Unpaid"
"Daily Living Travel","state53","NULL",3261382.43422453,172122740.251674,"Unpaid"
"Daily Living Travel","state41","36052",1940857.78365852,78771175.9521314,"Unpaid"
"Daily Living Travel","state31","NULL",920124.415235355,35670124.3714329,"Unpaid"
"Daily Living Travel","state39","1500",5215714.23140088,243042141.685403,"Unpaid"
"Daily Living Travel","state24","30000",2666806.59179814,128179082.470474,"Unpaid"
"Daily Living Travel","state47","25000",2725963.63542795,133633541.650721,"Unpaid"
"Daily Living Travel","state27","NULL",2403708.11139934,94844718.2675125,"Unpaid"
"Daily Living Travel","state40","25000",1339428.42656911,56428614.9709415,"Unpaid"
"Daily Living Travel","state37","40000",3525203.4443319,171460373.79747,"Unpaid"
"Daily Living Travel","state20","NULL",1455859.98840976,57367952.7217859,"Unpaid"
"Daily Living Travel","state38","50519",315976.094395947,19295681.2456871,"Unpaid"
"Daily Living Travel","state12","48000",6927733.48756912,316659308.035166,"Unpaid"
"Daily Living Travel","state22","20000",1492175.6894221,66966278.9076351,"Unpaid"
"Daily Living Travel","state29","41908",2428320.23138642,99215399.0726093,"Unpaid"
"Daily Living Travel","state54","25000",699468.580515848,33318395.1526517,"Unpaid"
"Daily Living Travel","state18","16000",2834068.58022742,128926848.967067,"Unpaid"
"Daily Living Travel","state35","48000",748426.832446083,32814211.467443,"Unpaid"
"Daily Living Travel","state42","44000",5056536.11909226,236462678.678378,"Unpaid"
"Daily Living Travel","state04","38000",2560939.10638689,119880070.103092,"Unpaid"
"Daily Living Travel","state28","NULL",965705.19377483,43975317.837521,"Unpaid"
"Daily Living Travel","state32","48000",900921.407395504,43056100.7014945,"Unpaid"
"Daily Living Travel","state05","11395",1141527.00558007,63095146.0768225,"Unpaid"
"Daily Living Travel","state50","NULL",277174.431456582,15092435.4281346,"Unpaid"
"Daily Living Travel","state46","NULL",253622.539237632,9745458.21265132,"Unpaid"
"Daily Living Travel","state45","30000",2118643.37284345,101589893.795735,"Unpaid"
"Daily Living Travel","state01","NULL",1735479.65263884,81746896.8968134,"Unpaid"
"Daily Living Travel","state10","58000",371336.080718401,18419416.9225549,"Unpaid"
"Daily Living Travel","state17","40000",5228911.26506649,245359295.143557,"Unpaid"
"Daily Living Travel","state44","25602",373615.001924612,16746527.2817941,"Unpaid"
"Daily Living Travel","state16","NULL",702956.031192276,28905335.6887582,"Unpaid"
"Daily Living Travel","state15","40000",391778.807927654,18281173.7101763,"Unpaid"
"Daily Living Travel","state30","NULL",409688.982114283,21208313.0131712,"Unpaid"
"Daily Living Travel","state23","NULL",532817.939722779,23259571.8191596,"Unpaid"
"Daily Living Travel","state02","5190",141144.969457898,3914129.9981605,"Unpaid"
"Daily Living Travel","state33","NULL",552667.892857613,26755777.6795595,"Unpaid"
"Daily Living Travel","state11","16000",404417.862147336,18578080.0905413,"Unpaid"
"Daily Living Travel","state56","35000",266832.153091958,13766854.9269138,"Unpaid"
"Developmental Travel","state50","NULL",41124.8172220466,2634188.24976548,"Unpaid"
"Developmental Travel","state36","45000",1423711.84590105,57491274.7428949,"Unpaid"
"Developmental Travel","state48","35000",3502606.90829038,141016671.956076,"Unpaid"
"Developmental Travel","state19","NULL",461765.090313599,18292052.4477208,"Unpaid"
"Developmental Travel","state13","40000",900923.874227862,42177882.660745,"Unpaid"
"Developmental Travel","state47","25000",568445.289595061,26020235.2961882,"Unpaid"
"Developmental Travel","state06","20000",3482127.14689772,154547404.045996,"Unpaid"
"Developmental Travel","state56","35000",79287.4956792301,2304136.24517471,"Unpaid"
"Developmental Travel","state40","25000",401453.141860261,13783828.7846931,"Unpaid"
"Developmental Travel","state12","48000",1733295.00103091,91059264.6799622,"Unpaid"
"Developmental Travel","state21","NULL",460872.200437468,18021627.5043167,"Unpaid"
"Developmental Travel","state28","NULL",288584.717986544,12414248.1547885,"Unpaid"
"Developmental Travel","state25","45000",741753.585810579,33373344.0885422,"Unpaid"
"Developmental Travel","state26","41000",927411.174670434,40221800.2104318,"Unpaid"
"Developmental Travel","state29","41908",446772.367031243,15524281.4284243,"Unpaid"
"Developmental Travel","state27","NULL",559199.785571279,24284196.9774121,"Unpaid"
"Developmental Travel","state31","NULL",211418.239009214,9204404.33141172,"Unpaid"
"Developmental Travel","state53","NULL",826993.390404393,33974534.6891761,"Unpaid"
"Developmental Travel","state55","NULL",658318.164941367,24113676.4257019,"Unpaid"
"Developmental Travel","state39","1500",1249004.21818881,50671219.6308281,"Unpaid"
"Developmental Travel","state42","44000",1136094.48758198,46670428.0384159,"Unpaid"
"Developmental Travel","state05","11395",240129.679895441,13021364.4218904,"Unpaid"
"Developmental Travel","state37","40000",832676.931731283,34130233.8118824,"Unpaid"
"Developmental Travel","state18","16000",592208.099743513,20539578.604863,"Unpaid"
"Developmental Travel","state09","3000",294220.65418415,8091527.33223835,"Unpaid"
"Developmental Travel","state08","19500",502203.86055155,21413717.7534579,"Unpaid"
"Developmental Travel","state45","30000",548240.842421293,24073481.7455756,"Unpaid"
"Developmental Travel","state38","50519",113894.445753464,5913252.85434488,"Unpaid"
"Developmental Travel","state20","NULL",463044.162852706,15924492.5900544,"Unpaid"
"Developmental Travel","state24","30000",744833.568471481,31214239.3971003,"Unpaid"
"Developmental Travel","state41","36052",450052.054471704,16488414.7073046,"Unpaid"
"Developmental Travel","state51","NULL",1009989.73285325,41504779.2470657,"Unpaid"
"Developmental Travel","state17","40000",1474761.56771341,66600883.4263155,"Unpaid"
"Developmental Travel","state15","40000",59142.5117163441,2187913.82609103,"Unpaid"
"Developmental Travel","state33","NULL",97993.6773016362,3412690.53576215,"Unpaid"
"Developmental Travel","state01","NULL",338272.927544888,12949973.6862016,"Unpaid"
"Developmental Travel","state34","30000",997751.353838397,38254954.6433855,"Unpaid"
"Developmental Travel","state16","NULL",206252.682022008,6731102.81155665,"Unpaid"
"Developmental Travel","state35","48000",118716.608536142,6048348.85158511,"Unpaid"
"Developmental Travel","state04","38000",570877.745700512,24821365.8704824,"Unpaid"
"Developmental Travel","state10","58000",69402.8200420586,2616380.32337753,"Unpaid"
"Developmental Travel","state32","48000",164205.999682841,7928604.05827527,"Unpaid"
"Developmental Travel","state49","30000",367452.892061468,13884592.5111825,"Unpaid"
"Developmental Travel","state22","20000",431130.416232947,16611038.5500282,"Unpaid"
"Developmental Travel","state54","25000",145515.781613211,5902937.33504145,"Unpaid"
"Developmental Travel","state11","16000",59488.5889613419,2623717.66880173,"Unpaid"
"Developmental Travel","state23","NULL",98924.4941055945,3943461.19674276,"Unpaid"
"Developmental Travel","state44","25602",80959.3912890745,5380735.77863191,"Unpaid"
"Developmental Travel","state46","NULL",75161.3058528723,2581193.67575964,"Unpaid"
"Developmental Travel","state30","NULL",82191.0641340515,2880872.38155454,"Unpaid"
"Developmental Travel","state02","5190",52718.2819266937,1655664.13849842,"Unpaid"
"Exterior cleaning","state48","26000",2317539.34481744,270935612.379769,"Unpaid"
"Exterior cleaning","state55","25000",608392.547508806,76776253.1059355,"Unpaid"
"Exterior cleaning","state36","38780",1037831.80829541,142914711.599797,"Unpaid"
"Exterior cleaning","state50","30000",79670.4965690926,8984034.06653739,"Unpaid"
"Exterior cleaning","state06","32000",3128791.79576461,314496547.761407,"Unpaid"
"Exterior cleaning","state27","30000",766986.633167581,87801127.592728,"Unpaid"
"Exterior cleaning","state56","33000",85297.5464705151,8587289.08064995,"Unpaid"
"Exterior cleaning","state28","25600",206995.715141089,31145513.4709496,"Unpaid"
"Exterior cleaning","state13","30000",1019108.16550873,143509737.573534,"Unpaid"
"Exterior cleaning","state35","34000",235214.220526523,25931044.5526377,"Unpaid"
"Exterior cleaning","state09","28000",274729.318315792,38088610.3358298,"Unpaid"
"Exterior cleaning","state08","30002",501886.331856158,45861715.318273,"Unpaid"
"Exterior cleaning","state37","24000",828312.39056036,112137516.916821,"Unpaid"
"Exterior cleaning","state39","50000",1097387.47935523,164304425.290265,"Unpaid"
"Exterior cleaning","state19","41768",353347.326700105,46356454.0812662,"Unpaid"
"Exterior cleaning","state32","38000",196388.287277001,21664824.7862001,"Unpaid"
"Exterior cleaning","state12","35000",1384396.72042129,167009484.217859,"Unpaid"
"Exterior cleaning","state26","35000",1047128.78919062,126553737.304686,"Unpaid"
"Exterior cleaning","state04","30000",686725.629052728,85130919.5981193,"Unpaid"
"Exterior cleaning","state41","30000",554821.83058518,64585310.4147812,"Unpaid"
"Exterior cleaning","state18","30000",667165.995189062,77110748.4960543,"Unpaid"
"Exterior cleaning","state05","30000",234191.995004015,27854177.6912422,"Unpaid"
"Exterior cleaning","state53","32000",867526.502317087,105590592.418157,"Unpaid"
"Exterior cleaning","state34","30000",708142.225863284,84232205.7230905,"Unpaid"
"Exterior cleaning","state01","27040",424185.887415801,56752698.0469949,"Unpaid"
"Exterior cleaning","state45","26000",468147.090576009,56017689.2363977,"Unpaid"
"Exterior cleaning","state31","35000",226015.031261335,26001124.8426926,"Unpaid"
"Exterior cleaning","state25","50000",581233.384592484,67526067.2543755,"Unpaid"
"Exterior cleaning","state42","30000",1086162.45463258,138937332.214258,"Unpaid"
"Exterior cleaning","state30","27000",128597.135090405,21456381.3999335,"Unpaid"
"Exterior cleaning","state17","31200",969745.121230222,110219990.338385,"Unpaid"
"Exterior cleaning","state15","35000",101730.978818892,9475333.83549189,"Unpaid"
"Exterior cleaning","state21","32400",303689.692420969,35565281.640787,"Unpaid"
"Exterior cleaning","state49","30000",275421.978845882,26419803.5376879,"Unpaid"
"Exterior cleaning","state20","33000",245047.201581139,30274839.9491181,"Unpaid"
"Exterior cleaning","state51","37000",767758.612749027,86995325.4606982,"Unpaid"
"Exterior cleaning","state33","34800",169441.037326613,18705099.5762363,"Unpaid"
"Exterior cleaning","state47","36568",493741.197375808,73252532.0991735,"Unpaid"
"Exterior cleaning","state23","42000",162971.401643519,20206334.0465757,"Unpaid"
"Exterior cleaning","state44","35000",73062.5803463271,12763368.4679158,"Unpaid"
"Exterior cleaning","state40","27002",318605.817696037,34464167.1075288,"Unpaid"
"Exterior cleaning","state24","32000",249425.30825402,37466841.0822262,"Unpaid"
"Exterior cleaning","state29","33500",608132.667577666,70217337.5214403,"Unpaid"
"Exterior cleaning","state54","30000",155769.658010503,27622842.3529997,"Unpaid"
"Exterior cleaning","state22","27900",319475.49436052,53838476.022885,"Unpaid"
"Exterior cleaning","state16","27000",234293.40700194,30001262.245907,"Unpaid"
"Exterior cleaning","state38","30000",105505.28848173,10739192.1517642,"Unpaid"
"Exterior cleaning","state02","32000",67228.4527196274,12136621.4815755,"Unpaid"
"Exterior cleaning","state46","41000",65713.5715432192,7836204.79045543,"Unpaid"
"Exterior cleaning","state10","30000",83936.6783968773,8360702.69719234,"Unpaid"
"Exterior cleaning","state11","42000",30424.9540562433,962622.150693528,"Unpaid"
"Food and drink preparation","state26","25000",4653597.0139953,250878777.927977,"Unpaid"
"Food and drink preparation","state36","30000",8311224.87738853,467370112.784771,"Unpaid"
"Food and drink preparation","state48","25000",12969201.5748559,685157566.33396,"Unpaid"
"Food and drink preparation","state55","25000",3291008.50750375,169192989.334972,"Unpaid"
"Food and drink preparation","state18","30000",3199969.29398991,155591129.301091,"Unpaid"
"Food and drink preparation","state01","26000",2002662.57601915,95688671.2232901,"Unpaid"
"Food and drink preparation","state09","23400",1741088.46041844,90599425.899275,"Unpaid"
"Food and drink preparation","state06","30000",15373702.2422891,920288388.576418,"Unpaid"
"Food and drink preparation","state34","26000",4067277.58080006,245033421.273342,"Unpaid"
"Food and drink preparation","state27","25000",3466745.18890554,165867801.729698,"Unpaid"
"Food and drink preparation","state19","20000",1765201.24391109,87008465.9383994,"Unpaid"
"Food and drink preparation","state45","25000",2524987.85728921,131135310.558454,"Unpaid"
"Food and drink preparation","state08","29000",2786101.91505779,154984249.603383,"Unpaid"
"Food and drink preparation","state13","30000",5289227.20514515,280915832.161098,"Unpaid"
"Food and drink preparation","state41","30000",2454046.41721459,122536974.314274,"Unpaid"
"Food and drink preparation","state31","30000",990285.432359227,48290638.0305466,"Unpaid"
"Food and drink preparation","state39","25000",5911371.73766574,274092131.781174,"Unpaid"
"Food and drink preparation","state47","31320",3323618.91533663,156779859.984857,"Unpaid"
"Food and drink preparation","state37","24000",4392539.10491566,222151539.995115,"Unpaid"
"Food and drink preparation","state54","24000",1034148.23191988,50666512.0622271,"Unpaid"
"Food and drink preparation","state17","30000",6396593.79107952,310262365.599665,"Unpaid"
"Food and drink preparation","state56","24000",374297.097800843,23102320.3975875,"Unpaid"
"Food and drink preparation","state40","23000",1725683.76247441,82261619.3588981,"Unpaid"
"Food and drink preparation","state05","33000",1325907.25634856,73459268.2375462,"Unpaid"
"Food and drink preparation","state21","20000",2060024.7190075,110467958.577496,"Unpaid"
"Food and drink preparation","state24","30000",2975107.64422191,147118786.865374,"Unpaid"
"Food and drink preparation","state20","17000",1443102.59795157,68422845.1232155,"Unpaid"
"Food and drink preparation","state38","14000",430554.494006238,21836914.938297,"Unpaid"
"Food and drink preparation","state12","31200",8521807.64275159,456828792.313604,"Unpaid"
"Food and drink preparation","state25","25000",3665217.63847195,194233949.586374,"Unpaid"
"Food and drink preparation","state28","15000",1232325.00787057,64907546.7395135,"Unpaid"
"Food and drink preparation","state33","25000",683953.048129809,38695981.0574507,"Unpaid"
"Food and drink preparation","state29","25000",3096292.12083096,161143681.495113,"Unpaid"
"Food and drink preparation","state49","22880",1546695.94460439,77556634.3889195,"Unpaid"
"Food and drink preparation","state42","30000",6300646.28339392,313820150.225537,"Unpaid"
"Food and drink preparation","state35","25000",983509.913205201,53729058.8278798,"Unpaid"
"Food and drink preparation","state32","28500",1194406.37853866,67902918.9002712,"Unpaid"
"Food and drink preparation","state53","28000",4350379.03642665,232382729.33152,"Unpaid"
"Food and drink preparation","state46","35000",406785.838766967,22940652.8218288,"Unpaid"
"Food and drink preparation","state22","20000",1786821.1440641,94769194.0574569,"Unpaid"
"Food and drink preparation","state16","13500",812797.648194113,45489475.4863627,"Unpaid"
"Food and drink preparation","state51","30000",4517049.70801047,232657756.833068,"Unpaid"
"Food and drink preparation","state04","27000",3011235.59960705,170089603.972737,"Unpaid"
"Food and drink preparation","state15","37500",462286.435771357,25121783.0337947,"Unpaid"
"Food and drink preparation","state44","39000",473116.409556586,21884902.9743508,"Unpaid"
